hotel,is_canceled,lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,total_nights,total_guests,adr_por_pessoa,month_sin,month_cos,conjunto,prob_mlp,pred_mlp,acerto_mlp
Resort Hotel,0,85,2016,28,3,2,2,2,1,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,2,No Deposit,0,Transient-Party,150.5,1,0,4,3,50.166666666666664,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,8,2016,28,5,0,2,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,H,0,No Deposit,0,Transient-Party,224.0,0,0,2,4,56.0,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,17,2016,28,3,2,2,2,1,0,HB,FRA,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,188.75,0,1,4,3,62.916666666666664,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,111,2016,27,30,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,64.8,0,1,7,2,32.4,1.2246467991473532e-16,-1.0,treino,,,
Resort Hotel,0,9,2016,28,6,0,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,159.0,1,1,1,2,79.5,-0.4999999999999997,-0.8660254037844388,teste,6.273042174598231e-08,0.0,1.0
Resort Hotel,0,230,2016,27,28,2,7,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,80.0,0,1,9,2,40.0,1.2246467991473532e-16,-1.0,treino,,,
Resort Hotel,0,177,2016,26,23,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Contract,82.0,1,0,14,2,41.0,1.2246467991473532e-16,-1.0,treino,,,
Resort Hotel,0,177,2016,26,23,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Contract,68.0,0,0,14,2,34.0,1.2246467991473532e-16,-1.0,treino,,,
Resort Hotel,0,164,2016,27,30,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Contract,70.86,0,1,7,2,35.43,1.2246467991473532e-16,-1.0,treino,,,
Resort Hotel,0,61,2016,28,5,0,2,2,2,0,BB,USA,Direct,Direct,0,0,0,C,0,No Deposit,0,Transient,190.0,0,1,2,4,47.5,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,61,2016,28,5,0,2,2,0,0,BB,USA,Direct,Direct,0,0,0,F,1,No Deposit,0,Transient,192.0,1,1,2,2,96.0,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,61,2016,28,5,0,2,3,0,0,BB,PRT,Direct,Direct,0,0,0,F,0,No Deposit,0,Transient,222.0,1,2,2,3,74.0,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,3,2016,28,8,1,2,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,157.08,0,0,3,3,52.36000000000001,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,130,2016,26,24,4,10,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,139.5,1,1,14,2,69.75,1.2246467991473532e-16,-1.0,treino,,,
Resort Hotel,0,0,2016,28,7,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,171.0,1,0,1,2,85.5,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,60,2016,28,8,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,2,No Deposit,0,Transient,209.1,1,0,3,2,104.55,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,47,2017,32,12,0,1,2,0,0,BB,PRT,Online TA,Direct,1,0,2,A,0,No Deposit,0,Transient,230.0,0,1,1,2,115.0,-0.8660254037844385,-0.5000000000000004,treino,,,
Resort Hotel,0,176,2016,27,30,2,6,2,2,0,BB,SWE,Online TA,TA/TO,0,0,0,C,1,No Deposit,0,Transient,135.2,0,3,8,4,33.8,1.2246467991473532e-16,-1.0,treino,,,
Resort Hotel,0,181,2016,28,4,1,3,2,0,0,Undefined,ESP,Direct,Direct,0,0,0,F,1,No Deposit,0,Transient,182.25,1,0,4,2,91.125,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,6,2016,28,7,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0,Transient,105.0,0,0,1,1,105.0,-0.4999999999999997,-0.8660254037844388,teste,0.2414344698190689,0.0,1.0
Resort Hotel,0,30,2016,30,20,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,1,A,0,No Deposit,0,Transient,105.0,0,0,1,1,105.0,-0.4999999999999997,-0.8660254037844388,teste,0.24635684490203857,0.0,1.0
Resort Hotel,1,9,2016,38,14,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,3,2,D,0,No Deposit,0,Transient,114.0,0,0,1,1,114.0,-1.0,-1.8369701987210297e-16,treino,,,
Resort Hotel,1,16,2016,39,21,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,3,2,E,0,No Deposit,0,Transient,139.0,0,0,1,1,139.0,-1.0,-1.8369701987210297e-16,treino,,,
Resort Hotel,1,23,2016,40,28,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,3,2,A,0,No Deposit,0,Transient,89.1,0,0,1,1,89.1,-1.0,-1.8369701987210297e-16,treino,,,
Resort Hotel,1,5,2016,42,12,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,4,2,E,0,No Deposit,0,Transient,81.0,0,0,1,1,81.0,-0.8660254037844386,0.5000000000000001,teste,0.30094239115715027,0.0,0.0
Resort Hotel,0,2,2016,46,9,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,4,2,A,0,No Deposit,0,Transient,35.0,0,0,1,1,35.0,-0.5000000000000004,0.8660254037844384,treino,,,
Resort Hotel,1,9,2016,47,16,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,5,3,A,0,No Deposit,0,Transient,35.0,0,0,1,1,35.0,-0.5000000000000004,0.8660254037844384,treino,,,
Resort Hotel,0,16,2016,48,23,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,5,3,A,0,No Deposit,0,Transient,35.0,0,0,1,1,35.0,-0.5000000000000004,0.8660254037844384,treino,,,
Resort Hotel,0,2,2017,5,1,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,5,4,A,1,No Deposit,0,Transient,35.0,0,0,1,1,35.0,0.8660254037844386,0.5000000000000001,teste,0.13903027772903442,0.0,1.0
Resort Hotel,0,5,2016,28,7,0,1,2,0,0,BB,GBR,Direct,Direct,0,0,0,D,0,No Deposit,0,Transient,168.6,1,1,1,2,84.3,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,181,2016,28,4,1,3,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,E,0,No Deposit,0,Transient,108.0,0,1,4,2,54.0,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,167,2016,27,28,2,8,2,1,0,BB,IRL,Online TA,TA/TO,0,0,0,E,2,No Deposit,0,Transient,81.08,0,2,10,3,27.026666666666667,1.2246467991473532e-16,-1.0,treino,,,
Resort Hotel,0,9,2016,28,7,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,0,No Deposit,0,Transient,219.0,1,0,1,4,54.75,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,85,2016,28,3,2,3,3,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,168.48,1,0,5,3,56.16,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,10,2016,28,5,0,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,159.0,0,1,3,2,79.5,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,205,2016,27,26,4,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,0,No Deposit,0,Transient,90.03,0,0,12,2,45.015,1.2246467991473532e-16,-1.0,treino,,,
Resort Hotel,0,9,2016,28,5,0,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,159.07,1,1,3,2,79.535,-0.4999999999999997,-0.8660254037844388,teste,9.918053045510078e-09,0.0,1.0
Resort Hotel,0,171,2016,27,2,2,5,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,94.94,0,3,7,2,47.47,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,171,2016,27,2,2,5,1,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,1,No Deposit,0,Transient,96.94,0,3,7,1,96.94,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,180,2016,27,28,2,9,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,57.8,0,0,11,2,28.9,1.2246467991473532e-16,-1.0,treino,,,
Resort Hotel,0,167,2016,27,1,2,6,2,1,1,BB,PRT,Direct,Direct,0,0,0,C,3,No Deposit,0,Transient,130.5,0,1,8,4,32.625,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,226,2016,27,2,2,5,3,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,1,No Deposit,0,Transient,103.77,0,1,7,3,34.589999999999996,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,89,2016,28,3,2,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,74.8,1,1,6,2,37.4,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,89,2016,28,3,2,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,64.8,0,1,6,2,32.4,-0.4999999999999997,-0.8660254037844388,teste,0.5260113477706909,1.0,0.0
Resort Hotel,0,293,2016,28,5,0,4,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,135.3,1,1,4,2,67.65,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,0,2016,28,8,0,1,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,E,0,No Deposit,0,Transient,159.0,1,1,1,2,79.5,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,28,2016,28,6,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,0,No Deposit,0,Transient,201.0,1,0,3,2,100.5,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,22,2016,28,6,0,3,2,0,0,BB,CHL,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,171.0,1,1,3,2,85.5,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,22,2016,28,6,0,3,2,0,0,BB,CHL,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,159.0,0,1,3,2,79.5,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,10,2016,28,3,2,4,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,196.33,1,1,6,2,98.165,-0.4999999999999997,-0.8660254037844388,teste,2.780578789440824e-08,0.0,1.0
Resort Hotel,0,13,2016,28,3,2,4,2,0,1,HB,PRT,Online TA,TA/TO,0,0,0,A,1,No Deposit,0,Transient,186.0,0,1,6,3,62.0,-0.4999999999999997,-0.8660254037844388,teste,0.4706120491027832,1.0,0.0
Resort Hotel,0,143,2016,27,2,2,5,2,0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Transient,75.6,0,0,7,2,37.8,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,45,2016,28,6,0,3,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,E,0,No Deposit,0,Transient,204.0,1,1,3,2,102.0,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,9,2016,28,3,2,4,2,2,0,BB,PRT,Direct,Direct,0,0,0,C,0,No Deposit,0,Transient,168.0,0,0,6,4,42.0,-0.4999999999999997,-0.8660254037844388,teste,0.7101137042045593,1.0,0.0
Resort Hotel,0,14,2016,28,7,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,134.43,1,1,2,2,67.215,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,0,2016,28,8,0,1,2,0,0,BB,ARG,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,125.0,0,0,1,2,62.5,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,0,2016,28,8,0,1,2,0,0,BB,ARG,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,137.0,1,0,1,2,68.5,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,208,2016,27,2,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,0,Transient,79.9,0,0,7,2,39.95,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,228,2016,27,2,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,57.8,0,0,7,2,28.9,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,6,2016,28,5,0,4,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Transient,86.0,0,0,4,2,43.0,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,45,2016,28,7,0,3,1,0,0,BB,POL,Complementary,TA/TO,0,0,0,A,0,No Deposit,0,Transient,0.0,0,1,3,1,0.0,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,12,2016,28,5,0,5,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,146.7,0,1,5,2,73.35,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,129,2016,27,26,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Contract,68.0,0,1,14,2,34.0,1.2246467991473532e-16,-1.0,treino,,,
Resort Hotel,0,311,2016,27,26,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Contract,70.0,0,0,14,2,35.0,1.2246467991473532e-16,-1.0,teste,6.701402526232414e-06,0.0,1.0
Resort Hotel,0,164,2016,27,30,2,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Contract,62.2,1,1,10,2,31.1,1.2246467991473532e-16,-1.0,treino,,,
Resort Hotel,0,167,2016,27,30,2,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,1,No Deposit,0,Contract,68.0,0,0,10,2,34.0,1.2246467991473532e-16,-1.0,treino,,,
Resort Hotel,0,2,2016,28,8,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,181.0,1,0,2,2,90.5,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,114,2016,28,3,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Contract,92.1,0,0,7,2,46.05,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,57,2016,28,8,0,2,2,2,0,BB,IND,Direct,Direct,0,0,0,C,1,No Deposit,0,Transient,190.0,0,0,2,4,47.5,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,120,2016,28,5,0,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,0,No Deposit,0,Transient,160.5,1,0,5,2,80.25,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,160,2016,27,26,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Contract,70.0,0,0,14,2,35.0,1.2246467991473532e-16,-1.0,treino,,,
Resort Hotel,0,164,2016,27,30,2,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Contract,57.8,0,0,10,2,28.9,1.2246467991473532e-16,-1.0,treino,,,
Resort Hotel,0,172,2016,28,4,1,5,2,1,1,BB,BRA,Direct,Direct,0,0,0,G,0,No Deposit,0,Transient,155.65,1,2,6,4,38.9125,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,30,2016,28,6,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,0,No Deposit,0,Transient,146.3,0,0,4,2,73.15,-0.4999999999999997,-0.8660254037844388,teste,0.6174917221069336,1.0,0.0
Resort Hotel,0,5,2016,28,7,0,3,2,0,0,HB,PRT,Direct,Direct,0,0,0,D,1,No Deposit,0,Transient,204.6,1,0,3,2,102.3,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,2,2016,28,9,0,1,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,E,0,No Deposit,0,Transient,211.0,1,1,1,2,105.5,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,166,2016,27,30,2,8,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,90.2,0,0,10,2,45.1,1.2246467991473532e-16,-1.0,treino,,,
Resort Hotel,0,2,2016,28,9,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient-Party,184.0,0,0,1,2,92.0,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,164,2016,27,1,2,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,0,Contract,77.8,0,1,9,2,38.9,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,2,2016,28,7,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,177.67,1,1,3,2,88.835,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,30,2016,28,7,0,3,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,0,No Deposit,0,Transient,146.3,0,1,3,1,146.3,-0.4999999999999997,-0.8660254037844388,teste,0.13797952234745026,0.0,1.0
Resort Hotel,0,143,2016,27,26,4,10,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Transient,95.4,0,0,14,2,47.7,1.2246467991473532e-16,-1.0,treino,,,
Resort Hotel,0,164,2016,27,1,2,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,0,Contract,57.8,0,1,9,2,28.9,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,2,2016,28,9,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient-Party,184.0,1,0,1,2,92.0,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,2,2016,28,9,0,1,2,2,0,BB,PRT,Direct,Direct,0,0,0,H,0,No Deposit,0,Transient,246.0,0,0,1,4,61.5,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,21,2016,28,8,0,2,2,0,0,BB,VNM,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,159.0,0,1,2,2,79.5,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,0,2016,28,7,0,3,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,132.16,0,0,3,2,66.08,-0.4999999999999997,-0.8660254037844388,teste,0.3860938549041748,0.0,1.0
Resort Hotel,0,319,2016,28,4,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Contract,59.51,0,0,7,2,29.755,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,220,2016,28,4,2,5,2,0,0,FB,POL,Offline TA/TO,TA/TO,0,0,0,E,1,No Deposit,0,Transient,135.3,0,0,7,2,67.65,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,10,2016,28,8,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,181.0,1,1,3,2,90.5,-0.4999999999999997,-0.8660254037844388,teste,1.6744528693379834e-05,0.0,1.0
Resort Hotel,0,11,2016,28,5,1,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,196.0,0,0,6,2,98.0,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,230,2016,28,4,2,5,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,101.47,0,1,7,2,50.735,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,180,2016,28,3,3,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,1,No Deposit,0,Transient,97.0,1,1,8,2,48.5,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,180,2016,28,3,3,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,1,No Deposit,0,Transient,85.0,0,0,8,2,42.5,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,15,2016,28,8,1,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,147.07,0,1,3,2,73.535,-0.4999999999999997,-0.8660254037844388,teste,0.19466914236545563,0.0,1.0
Resort Hotel,0,308,2016,28,4,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,1,No Deposit,0,Transient,108.0,0,0,7,2,54.0,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,14,2016,28,6,1,4,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,F,0,No Deposit,0,Transient,167.23,1,1,5,2,83.615,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,13,2016,28,7,1,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,0,No Deposit,0,Transient,208.5,1,1,4,2,104.25,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,16,2016,28,8,1,2,2,1,0,HB,BRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,163.78,1,1,3,3,54.593333333333334,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,3,2016,28,9,1,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,3,No Deposit,0,Transient,198.5,0,2,2,3,66.16666666666667,-0.4999999999999997,-0.8660254037844388,teste,0.17156605422496796,0.0,1.0
Resort Hotel,0,192,2016,28,4,2,5,3,0,0,BB,IRL,Direct,Direct,0,0,0,F,0,No Deposit,0,Transient,137.96,0,0,7,3,45.98666666666667,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,171,2016,28,4,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,0,No Deposit,0,Transient-Party,88.11,0,1,7,2,44.055,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,171,2016,28,4,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,0,No Deposit,0,Transient-Party,86.4,0,1,7,2,43.2,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,166,2016,28,9,1,1,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,164.0,0,2,2,2,82.0,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,166,2016,28,4,2,5,2,0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Transient,94.0,0,1,7,2,47.0,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,0,2016,29,10,1,0,3,1,0,BB,PRT,Direct,Direct,0,0,0,H,1,No Deposit,0,Transient,194.0,0,0,1,4,48.5,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,223,2016,28,4,2,5,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,82.71,0,2,7,2,41.355,-0.4999999999999997,-0.8660254037844388,teste,0.11571357399225235,0.0,1.0
Resort Hotel,0,1,2016,29,10,1,0,2,1,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,156.0,1,0,1,3,52.0,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,232,2016,28,6,2,4,2,2,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,C,0,No Deposit,0,Transient,135.3,1,0,6,4,33.825,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,173,2016,27,2,4,6,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,0,Transient,79.9,0,2,10,2,39.95,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,166,2016,27,2,4,6,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,2,No Deposit,0,Contract,81.9,0,0,10,2,40.95,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,182,2016,28,5,2,5,2,0,0,BB,GBR,Direct,Direct,0,0,0,E,1,No Deposit,0,Transient,99.46,0,2,7,2,49.73,-0.4999999999999997,-0.8660254037844388,teste,0.018874987959861755,0.0,1.0
Resort Hotel,0,182,2016,28,5,2,5,2,0,0,BB,GBR,Direct,Direct,0,0,0,E,1,No Deposit,0,Transient,97.75,0,1,7,2,48.875,-0.4999999999999997,-0.8660254037844388,teste,0.016565492376685143,0.0,1.0
Resort Hotel,0,181,2016,28,5,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Contract,70.0,0,0,7,2,35.0,-0.4999999999999997,-0.8660254037844388,teste,1.4874864973535296e-05,0.0,1.0
Resort Hotel,0,165,2016,27,2,4,6,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Contract,59.8,0,0,10,2,29.9,-0.4999999999999997,-0.8660254037844388,teste,1.4997791367932223e-05,0.0,1.0
Resort Hotel,0,128,2016,28,7,2,3,2,1,0,BB,RUS,Online TA,TA/TO,0,0,0,F,1,No Deposit,0,Transient,169.95,0,1,5,3,56.65,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,0,2016,29,11,1,0,1,0,0,BB,SWE,Direct,Direct,0,0,0,E,3,No Deposit,0,Transient,161.0,1,0,1,1,161.0,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,32,2016,28,7,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,2,No Deposit,0,Transient,212.0,1,0,5,2,106.0,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,168,2016,28,5,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Transient,77.4,0,0,7,2,38.7,-0.4999999999999997,-0.8660254037844388,treino,,,
Resort Hotel,0,4,2016,29,11,1,0,2,0,0,BB,PRT,Corporate,Direct,0,0,0,A,0,No Deposit,0,Transient,73.0,0,0,1,2,36.5,-0.4999999999999997,-0.8660254037844388,treino,,,
